faculty_id,faculty_FirstName,faculty_LastName,faculty_designation,department_ID,course_ID
686,Mikaela,Hillitt,Professor,98,100
687,Morena,Woolrich,Professor,182,487
688,Reinold,Woodroofe,Professor,303,460
689,Beverie,Antcliff,Professor,272,221
690,Morlee,Gunner,Professor,410,36
691,Bealle,Cockerell,Professor,52,471
692,Randie,Mylechreest,Professor,327,372
693,Blair,Dalliwater,Professor,221,262
694,Rafaela,Capron,Professor,195,289
695,Meredeth,Vigers,Professor,201,411
696,Ervin,Heisham,Professor,163,193
697,Andie,Gauvin,Professor,123,4
698,Emelen,Loweth,Professor,288,353
699,Duke,Fenech,Professor,333,427
700,Joana,MacScherie,Professor,402,278
701,Shermy,Culligan,Professor,332,208
702,Gabrila,Whiteoak,Professor,49,235
703,Angele,Ayrton,Professor,302,404
704,Dallas,Cleaton,Professor,294,429
705,Mari,Mathers,Professor,282,292
706,Peggi,Dwyer,Professor,142,194
707,Dewie,McEvilly,Professor,200,307
708,Andriana,Marzellano,Professor,446,67
709,Missy,McAuliffe,Professor,131,12
710,Sauveur,Spilsbury,Professor,114,469
711,Jillane,Coddrington,Professor,321,457
712,Kath,Oldershaw,Professor,134,267
713,Jemie,Gogarty,Professor,500,82
714,Solly,Torrijos,Professor,477,33
715,Iona,Lynnett,Professor,500,481
716,Bethanne,Grishankov,Professor,318,133
717,Lillian,Cutajar,Professor,456,421
718,Winona,Upward,Professor,2,110
719,Perren,Parry,Professor,109,274
720,Isaak,Smalls,Professor,14,386
721,Estrella,Tape,Professor,202,293
722,Courtney,Grabert,Professor,114,355
723,Kleon,Greaves,Professor,388,488
724,Oralla,McQuirter,Professor,256,238
725,Farrand,McCurtin,Professor,402,348
726,Crissie,Fishburn,Professor,489,389
727,Stacee,Likely,Professor,408,335
728,Cort,Skeates,Professor,499,221
729,Lauree,Basley,Professor,145,397
730,Eulalie,Oldroyd,Professor,441,478
731,Birgitta,Yeskin,Professor,266,490
732,Sergei,Black,Professor,144,10
733,Eugine,Hanaford,Professor,393,293
734,Gray,McShirrie,Professor,313,185
735,Axe,Slimming,Professor,138,114
736,Frederico,Wickersham,Professor,190,309
737,Dallon,Luck,Professor,201,19
738,Darlleen,Trinke,Professor,409,27
739,Ranique,Housego,Professor,107,485
740,Thatch,Lucken,Professor,43,140
741,Phil,Rush,Professor,7,132
742,Adolphe,Valencia,Professor,404,442
743,Kali,Pencott,Professor,390,353
744,Kissie,Eixenberger,Professor,88,124
745,Gerda,Adriani,Professor,312,162
746,Orin,Hehir,Professor,388,91
747,Abba,Caplin,Professor,355,445
748,Fonz,Wells,Professor,471,326
749,Laurette,Hundal,Professor,170,387
750,Brodie,Staniforth,Professor,38,169
751,Dael,Verdie,Professor,91,57
752,Ninon,Pagelsen,Professor,298,342
753,Lani,Blofield,Professor,160,485
754,Rickert,Brock,Professor,357,392
755,Violante,"Van Cassel",Professor,323,496
756,Nathanial,Arp,Professor,89,335
757,Maritsa,Hamberstone,Professor,108,145
758,Ossie,Antrum,Professor,152,262
759,Virgie,Culver,Professor,123,321
760,Bald,Shannahan,Professor,421,42
761,Felic,Coyne,Professor,334,98
762,Holly,Heintze,Professor,191,412
763,Casandra,Venners,Professor,137,311
764,Janka,Lloyd-Williams,Professor,314,274
765,Arlen,Raw,Professor,280,56
766,Mellisent,Montfort,Professor,103,124
767,Even,Filinkov,Professor,443,182
768,Carolynn,Knightsbridge,Professor,61,395
769,Rancell,Witts,Professor,22,301
770,Samuel,Fairlaw,Professor,68,42
771,Gertrudis,"De Andreis",Professor,131,51
772,Saudra,Tudhope,Professor,125,205
773,Shari,Lalley,Professor,109,183
774,Angus,Iggulden,Professor,332,39
775,Cherice,Leader,Professor,479,418
776,Domenico,Philps,Professor,350,120
777,Janis,Brimson,Professor,180,477
778,Uriel,Trumpeter,Professor,151,22
779,Kennie,Puddan,Professor,226,392
780,Gabriela,Poytres,Professor,377,240
781,Sterling,Rowberry,Professor,48,233
782,Alejandrina,Rouge,Professor,286,150
783,Natasha,Skoate,Professor,245,396
784,Clemens,Newcomen,Professor,74,272
785,Hillier,Calloway,Professor,289,322
786,Trude,Furmedge,Professor,451,246
787,Catharine,Andrini,Professor,371,483
788,Shea,"St Louis",Professor,266,123
789,Lemuel,Kyne,Professor,400,434
790,Bobina,Patridge,Professor,395,31
791,Nathanael,Jenyns,Professor,432,234
792,Sarene,Allon,Professor,288,164
793,Effie,Kennifick,Professor,321,59
794,Nolie,Berceros,Professor,82,37
795,Winifred,Wretham,Professor,164,275
796,Mufinella,Tapner,Professor,405,357
797,Celka,Goymer,Professor,121,205
798,Shaun,McIlwrick,Professor,471,153
799,Seth,Dykins,Professor,441,466
800,Rocky,Soggee,Professor,141,144
801,Leontine,Stears,Professor,284,219
802,Charisse,Ansley,Professor,397,68
803,Bern,Fellos,Professor,206,301
804,Hedvige,Collings,Professor,101,294
805,Kilian,Cumbes,Professor,365,364
806,Vergil,Selburn,Professor,448,436
807,Nady,Wevell,Professor,241,258
808,Milo,Gallier,Professor,427,385
809,Wald,Cozzi,Professor,77,100
810,Britt,Knowlys,Professor,151,491
811,Mathian,Rembrant,Professor,201,179
812,Vinita,Oulett,Professor,456,257
813,Bessie,Pagan,Professor,232,476
814,Galvan,McCrossan,Professor,85,453
815,Jeff,Gathwaite,Professor,301,270
816,Davy,Kall,Professor,118,463
817,Maye,Karoly,Professor,455,116
818,Tobiah,Tebboth,Professor,472,231
819,Dannie,Heiton,Professor,414,1
820,Banky,Pentecost,Professor,342,298
821,Torre,Wellen,Professor,358,385
822,Gusty,Tatteshall,Professor,358,213
823,Rogerio,McGlynn,Professor,472,199
824,Linell,Bettis,Professor,35,234
825,Abbie,Juliano,Professor,280,120
826,Juan,Holtaway,Professor,128,296
827,Isobel,Illiston,Professor,426,209
828,Kenny,Magee,Professor,299,265
829,Mollie,Altimas,Professor,162,224
830,Elvin,Hacksby,Professor,263,363
831,Cacilia,McFetrich,Professor,91,467
832,Orren,Stawell,Professor,234,73
833,Gill,Dench,Professor,154,81
834,Darrel,Streetley,Professor,314,422
835,Maia,Wederell,Professor,290,121
836,Beitris,Hanaford,Professor,434,333
837,Patti,Peacocke,Professor,260,23
838,Andria,Greedier,Professor,309,439
839,Leonie,Llewhellin,Professor,128,235
840,Ladonna,Streatley,Professor,306,366
841,Corbet,Wickstead,Professor,176,354
842,Tabbatha,d'Escoffier,Professor,37,438
843,Hobart,Whittock,Professor,313,186
844,Cyndie,Domone,Professor,6,491
845,George,Beldham,Professor,242,260
846,Laurena,Carmo,Professor,163,101
847,Sandro,Verni,Professor,26,68
848,Anica,Ruben,Professor,388,308
849,Camey,Sheppard,Professor,240,265
850,Justen,Baldacchino,Professor,373,63
851,Augusto,Pooly,Professor,92,9
852,Gardiner,Kenrick,Professor,296,9
853,Vivyan,Mollin,Professor,138,462
854,Joby,Ipgrave,Professor,169,59
855,Bertie,O'Hagan,Professor,303,284
856,Antone,Leadbeatter,Professor,469,26
857,Tabb,Bennett,Professor,250,91
858,Ashely,Orta,Professor,215,361
859,Zabrina,Mogg,Professor,74,98
860,Felita,Cutress,Professor,374,78
861,Imogen,Ashbolt,Professor,188,226
862,Hersh,Shottin,Professor,222,407
863,Hale,Gimlet,Professor,204,372
864,Peyton,Dyerson,Professor,408,95
865,Floyd,Sharram,Professor,248,483
866,Noni,Behling,Professor,87,63
867,Ursulina,Ropartz,Professor,109,178
868,Georgeanna,Lucius,Professor,257,123
869,Even,Cristofano,Professor,373,192
870,Heda,Leborgne,Professor,176,292
871,Lydon,Lancashire,Professor,354,479
872,Rosabel,Venables,Professor,432,313
873,Marion,Lambrechts,Professor,470,306
874,Christoforo,Mollon,Professor,253,256
875,Tiffani,Besant,Professor,467,163
876,Minnie,Dafter,Professor,469,127
877,Ardith,Whye,Professor,217,466
878,Wilmette,Cripps,Professor,475,82
879,Jojo,Kerridge,Professor,454,135
880,Emmie,Andrin,Professor,326,99
881,Gladys,Birkinshaw,Professor,162,266
882,Nye,Pinching,Professor,438,482
883,Skipper,Stranieri,Professor,31,197
884,Lawry,Lammie,Professor,212,450
885,Gerri,Braywood,Professor,209,460
886,Murry,Mulvenna,Professor,148,224
887,Katrina,Pagan,Professor,104,440
888,Chuck,Bebbell,Professor,61,296
889,Elsworth,McVrone,Professor,498,127
890,Mei,Didsbury,Professor,120,243
891,Emile,Cutmare,Professor,132,70
892,Valaria,Gwilym,Professor,92,476
893,Aubry,Tassell,Professor,98,72
894,Brockie,Yakebowitch,Professor,462,229
895,Judd,Tarney,Professor,204,441
896,Ossie,Clausson,Professor,16,253
897,Ashely,Aldersea,Professor,312,387
898,Isabelita,Frazier,Professor,393,461
899,Allsun,Chittey,Professor,156,359
900,Rory,Dumbrall,Professor,483,57
901,Birch,Guillond,Professor,126,34
902,Hinze,Buggs,Professor,219,455
903,Carmita,Hewson,Professor,138,265
904,Viviana,Barritt,Professor,4,77
905,Ingelbert,Asquez,Professor,368,279
906,Donalt,Delleschi,Professor,220,119
907,Lorenzo,Urlin,Professor,63,6
908,Eugenius,Brehault,Professor,14,303
909,Sashenka,Stern,Professor,96,112
910,Ettore,Capewell,Professor,213,426
911,Derril,Colqueran,Professor,198,481
912,Elton,Carrick,Professor,254,356
913,Josi,Fleetwood,Professor,427,198
914,Tiena,MacDougall,Professor,35,313
915,Ardisj,Dudliston,Professor,46,343
916,Rudiger,Syddon,Professor,12,322
917,Raymond,Barme,Professor,299,397
918,Garrik,McGennis,Professor,171,434
919,Jayme,Wheelan,Professor,73,229
920,Kimmy,Jurasek,Professor,38,224
921,Hale,Crosston,Professor,384,309
922,Elinor,Descroix,Professor,278,86
923,Luella,Terbrug,Professor,494,183
924,Marmaduke,McLucky,Professor,485,41
925,Amandy,Cudmore,Professor,467,276
926,Millie,Snipe,Professor,111,62
927,Torrance,Croydon,Professor,317,242
928,Garvy,Ludgrove,Professor,410,448
929,Melisandra,Benwell,Professor,198,63
930,Kelli,Jacquemet,Professor,174,274
931,Madlen,Dunbleton,Professor,24,102
932,Fancie,Mitham,Professor,87,90
933,Dorisa,Northage,Professor,266,23
934,Drusilla,Ballam,Professor,26,126
935,Clay,Crossingham,Professor,317,119
936,Sonnnie,Legerton,Professor,459,374
937,Jeremiah,Ruttgers,Professor,220,257
938,Arden,Badrick,Professor,63,11
939,Susanna,Large,Professor,411,391
940,Sherwynd,Huckerby,Professor,20,78
941,Rakel,Headon,Professor,212,139
942,Nan,Conti,Professor,423,409
943,Kaylyn,Bacchus,Professor,295,184
944,Marcy,Braisby,Professor,362,500
945,Estel,Chattoe,Professor,312,251
946,Arabele,Addionisio,Professor,367,54
947,Benny,Baswall,Professor,300,274
948,Cristiano,Poon,Professor,374,70
949,Sheffield,Peedell,Professor,362,212
950,Florentia,Foskett,Professor,207,373
951,Hestia,MacKilroe,Professor,473,210
952,Truman,Sidden,Professor,478,191
953,Harriot,Hullett,Professor,246,480
954,Seka,Dummer,Professor,434,369
955,Beryle,Asman,Professor,290,470
956,Hersch,Skyppe,Professor,33,225
957,Teresina,Cosson,Professor,159,11
958,Hugibert,Ludlamme,Professor,377,163
959,Candi,Bellham,Professor,426,262
960,Maddie,Ludlow,Professor,207,51
961,Caryl,Gothup,Professor,303,404
962,Jermain,Goodswen,Professor,486,108
963,Murray,Seifert,Professor,274,59
964,Abbot,Worton,Professor,290,136
965,Reeva,Batcheldor,Professor,359,260
966,Niven,Ayers,Professor,208,363
967,Ginger,Liversage,Professor,86,376
968,Jacquie,Freake,Professor,62,467
969,Marianne,Romeril,Professor,460,274
970,Luca,Plom,Professor,95,44
971,Britney,Luciano,Professor,243,301
972,Loreen,Linklet,Professor,174,452
973,Meryl,Beggin,Professor,196,94
974,Ange,"Van Der Weedenburg",Professor,322,58
975,Marga,Whittet,Professor,142,481
976,Dianne,Baumer,Professor,124,87
977,Noble,Feldheim,Professor,207,131
978,Darb,Torrese,Professor,283,165
979,Rodolfo,Siemons,Professor,49,235
980,Nikoletta,Hebborn,Professor,387,120
981,Olly,Loudiane,Professor,63,98
982,Ariel,Frensch,Professor,423,303
983,Kristy,Bamber,Professor,247,137
984,Blisse,Bierton,Professor,389,142
985,Jamie,Capron,Professor,466,91
986,Shantee,Cleen,Professor,306,78
987,Rivalee,Stother,Professor,168,491
988,Cristen,Flegg,Professor,457,249
989,Dehlia,Howley,Professor,310,20
990,Joshua,Merrigan,Professor,383,90
991,Tymothy,Marzello,Professor,173,368
992,Alden,Farlow,Professor,186,54
993,Law,Sell,Professor,26,43
994,Alasdair,Threadgill,Professor,264,223
995,Everard,Gallelli,Professor,1,88
996,Sam,Lissandrini,Professor,86,469
997,Rawley,Joseph,Professor,92,344
998,Morly,End,Professor,249,279
999,Verna,Collingham,Professor,43,60
1000,Hale,Quidenham,Professor,499,55
